word,sentences,majority voted complexity label,complex_percentage,str_idx,end_idx
پای‌بند,در بیانیه وزارت امور خارجه لبنان آمده است که کشورش به قطعنامه ۱۷۰۱ شورای امنیت پای‌بند است و معتقد است که حمله حزب‌الله، ناقض قراداد ۲۰۰۶ به حساب نمی‌آید، چرا که منطقه درگیری مزارع شبعا جزئی از خاک لبنان است که توسط اسرائیل، اشغال گردیده است.,0,40,79,85
تصویب‌شده,وظیفه‌ها برخی از مهم‌ترین وظیفه‌های رئیس‌جمهور پرتغال براساس قانون اساسی عبارتند از:  ریاست بر شورای دولت  انحلال مجلس جمهوری با تصویب شورای دولت  انتخاب و خلع نخست‌وزیر فرماندهی عالی نیروهای نظامی اعلام قوانین تصویب‌شده یا وتوی آن‌ها و ارسال مجددشان به مجلس جمهوری برای تصویب با اکثریت دو سوم آرا اعلام حالات اضطراری انتخاب و انتصاب سفیرها امضا و تایید قراردادهای بین‌المللی بین پرتغال و کشورهای دیگر اعلام جنگ و صلح با پیشنهاد دولت و تصویب مجلس جمهوری یادداشت,0,20,211,219
دیگرند,اپیزود: معامله پایاپای ۱۳۹۰، یک داستان واقعی ۱۳۹۰ نوید میهن‌دوست، اپیزود یک اشتباه ۱۳۹۰، بهای ماندن ۱۳۹۳ امیر مسعود آقا بابایی و اپیزود آسان‌ترین راه ۱۳۹۳ حسین فلاح دستیار کارگردان در سریال رنگ شک فریبرز عرب نیا ۱۳۹۲  یادداشت‌های یک زن خانه‌دار اپیزود ریشه در خاک مسعود کرامتی ۱۳۹۴  دیوار شیشه‌ای نوید میهن‌دوست ۱۳۹۵  مستندداستانی دشت آزادگان احمد کاوری ۱۳۹۵  در میان خاکستر سجاد امیر یزدانی ۱۳۹۵  سریال خانواده دکتر ماهان علی‌محمد قاسمی ۱۳۹۷  فیلم‌های کوتاه  فرصت دوباره محمد موفق ۱۳۸۹   کوچ مجید مافی ۱۳۸۹   بنی‌آدم اعضای یک دیگرند محمد میرزایی ۱۳۸۷   بازگشت مه نگار شریفی ۱۳۹۱   دوست اجتماعی امیر محمد زند ۱۳۹۲   پاراوان نوید نیکخواه آزاد ۱۳۹۳   بازباران امیرحسین محمدخانی ۱۳۹۴,0,40,527,532
خوشگل,نمونه‌ای از آثار شعر چه کنم دختر همسایه ما خوشگل بود از مجموعه املت دسته‌دار گزیده شده است:   یاد باد آنکه سرکوی توام منزل بود   یعنی آن منزل خوبی که در آن ساحل بود   در دلم بود که با دوست نباشم هرگز   چه کنم دختر همسایه ما خوشگل بود   بعد یک عمر که می‌خواست به من سر بزند   از بد بخت من آن شب پدرم منزل بود   دوش با یاد حریفان به خرابات شدم   گرچه شب وارد آنجا شدنم مشکل بود   دیدم او را که نمی‌دیدم اگر، بهتر بود   با سر و روی بدی داخل مجلس ول بود   حافظا خانم فیروزه بواسحاقی   که گل سر سبد شعر به هر محفل بود   گرچه اشعار پر از مسئله و ناقص داشت   لیک در آنچه که می‌خواست دلم کامل بود!,0,40,43,47
نیفتادن,آندرتیکر در مسابقه سعی کرد پرش خودکشی بر روی شان مایکلز انجام دهد که ناگهان مایکلز یکی از فیلمبرداران را جلوی خودش کشید و آندرتیکر که هول شده بود برای نیفتادن روی تصویربردار، روی گردن خود فرود آمد؛ این صحنه به بار دراماتیک و احساسی مسابقه افزود و آن را بیش از پیش واقعی نشان داد.,1,60,151,157
جفت‌گیری,قلمرو زیستی شنقار هم در مناطق قطبی شمال اروپا، روسیه و آمریکای شمالی است اما به صورت اتفاقی به مناطق جنوبیتر هم می‌آیند و حتی ممکن است با گونه‌های بسیار نزدیک به خود در زیرسرده شاهین‌های مقدس  یعنی بالابان، لاچین و شاهین بلوچی جفت‌گیری کرده و جوجه‌های باروری را به دنیا آورند.,0,40,227,234
رفتارشناسی,اما نظریه غالب اینست که شاهین آلتایی را با توجه به مشخصات رفتارشناسی تا زمانی که مطالعات ژنتیکی به نتیجه دقیق‌تری نرسیده بایستی زیرگونه‌ای از بالابان محسوب کرد.,0,40,58,67
پرسینگ,سوراخ‌کاری یا پرسینگ مقعد نوعی سوراخ‌کاری بدن است که بر روی مقعد انجام می‌شود.,0,0,14,19
ارسال‌شده,رافائل مارتینتی: بعد حذف عبدلی از المپیک صفحه مجازی رئیس فیلا مورد هدف قرار داده شد؛ و ایمیل‌های به شدت تهدیدآمیزی به فیلا ارسال‌شده که مارتینتی را خشمگین کرده بود و در نهایت پس از آنکه رسول خادم از مردم خواست تا کاری نکنند که برای کشتی ایران هزینه‌ساز شود، این حملات متوقف شد.,0,40,123,131
خداوندگار,اما ازآنجا که کتیبه‌های ساسانی دارای فرمول مشخص بوده و به شیوه یک نواخت در نقش برجسته‌ها آورده شده‌اند، متن این کتیبه محو شده به صورت زیر پیشنهاد شده:  این پیکره پرستنده مزدا خداوندگار اردشیر شاهنشاه ایران از نژاد یزدان پسر خدایگان پاپک شاه است نقش تاج بخشی اهورامزدا به اردشیر اول  تخت جمشید نقش رجب  تاج بخشی به اردشیر یکم، نقش رجب درسه کیلومتری شمال تخت جمشید، دست راست جاده و روبروی راهی که به نقش رستم می‌رود در شکافی دردرون کوه سه نقش برجسته ساسانی به تصویر کشیده شده که نقش تاجگیری اردشیر از اهورامزدا درجبهه شرقی این شکاف به تصویر کشیده شده‌است.,0,0,175,183
همانگونه,آنها همانگونه که در سوئیس فرانسوی پزشکی می‌کنند قادر به پزشکی هستند.,0,0,5,12
کوه‌نشین,دولت ترکیه کردها را از لحاظ آماری، جمعیت مناطق کردنشین را به ترک‌های کوه‌نشین طبقه‌بندی کرد.,0,0,69,76
بشارت,اولین کتاب شعر او با نام ردپایی بر برف در سال ۶۹ توسط حوزه هنری منتشر شد که در مقدمه کتاب ادبیات ایران را به تولد شاعری صاحب ذوق با طبعی لطیف بشارت داده بود؛ ولی شهرت بیابانکی به عنوان یک شاعر صاحب سبک با زبانی محکم در سال ۱۳۷۶ با انتشار کتاب نیمی از خورشید اتفاق افتاد این کتاب بیابانکی را به عنوان شاعری با زبان خاص و متفاوت به شعر ایران معرفی کرد.,1,60,142,146
دانشم,سروده غزلی از سروده‌های وی:  سلطان عشق خانه عقلم خراب کرد تحصیل دانشم همه نقش بر آب کرد از تخته بند عالم الفاظ و قیل و قال دادم نجات و فارغم از هر کتاب کرد دستم به دست خازن دارالجنون سپرد آزادم از ملامت هر شیخ و شاب کرد دیوانه‌ام نمود و فکندم ز چشم خلق آسوده‌ام از رنج ایاب و ذهاب کرد بر رویم از حقیقت هستی دری گشود بس آشنا به خویشم از این فتح باب کرد پس هرچه یافتم همه از عشق بود و بس آن یافتی که خود نتوانم حساب کرد شعرم نشانه‌ای از سلوک است نی سخن داند هر آن‌که آب تمیز از سراب کرد شد حاصل حیات شفیعی همین که دوست زین گوهر مراد ورا کامیاب کرد آثار از آثار او است:  دارالجنون عشق، تهران: همشهری، چاپ اول ۱۳۷۹.,0,0,64,68
کامبخش,شش نفر:  تقی ارانی عبدالصمد کامبخش احسان طبری محمدرضا قدوه علی‌اکبر شاندرمنی رضا روستا پدر هما روستا  و چهل نفر:  محمد پژوه محمد بهرامی محمد شورشیان علی صادقپور محمود بقراطی ضیاء الموتی رحیم الموتی نورالدین الموتی میرعماد الموتی محمدباقر فرجامی عباس آذری نصرت‌الله اغرازی اکبر افشان مجتبی سجادی حسن سجادی مهدی رسایی مرتضی رضوی سیف‌الله سیاح علی‌نقی حکمی ابوالقاسم اشتری فضل‌الله گرگانی.,0,0,28,33
کوچ‌نشین,سارا احمد به عنوان بخشی از نقد فتیشیسم طلسم‌انگاری  پسااستعماری نسبت به بیگانه، این بحث را مطرح می‌کند که کاربرد استعاره‌ای شخصیت کوچ‌نشین از سوی بریدوتی، مردم واقعا کوچ‌نشین را از قلم می‌اندازد.,0,0,130,137
حفظ‌شده,کاملترین نسخ خطی حفظ‌شده این اثر مربوط به قرن‌های ۱۲ و ۱۳ میلادی بوده و در مرکز ملی نسخ خطی گرجستان نگهداری می‌شود.,1,80,17,23
